|dates|Surry_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Surry_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Surry_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Surry_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Surry_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Surry_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|89.0|0|1.0|0|0.0|0
0|2020-05-18|95.0|0|1.0|0|0.0|0
0|2020-05-19|95.0|0|1.0|0|0.0|0
0|2020-05-20|102.0|0|1.0|0|0.0|0
0|2020-05-21|102.0|0|1.0|0|0.0|0
0|2020-05-22|122.0|0|1.0|0|0.0|0
0|2020-05-23|122.0|0|1.0|0|0.0|0
