|dates|Oceana_Michigan_UnitedStates.JHU_ConfirmedCases.data|Oceana_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Oceana_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Oceana_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Oceana_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Oceana_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|50.0|0|2.0|0|0.0|0
0|2020-05-18|54.0|0|2.0|0|0.0|0
0|2020-05-19|58.0|0|2.0|0|0.0|0
0|2020-05-20|66.0|0|2.0|0|0.0|0
0|2020-05-21|69.0|0|2.0|0|0.0|0
0|2020-05-22|73.0|0|2.0|0|0.0|0
0|2020-05-23|73.0|0|2.0|0|0.0|0
