|dates|Cleburne_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Cleburne_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Cleburne_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Cleburne_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Cleburne_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Cleburne_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|73.0|0|4.0|0|0.0|0
0|2020-05-28|73.0|0|4.0|0|0.0|0
0|2020-05-29|73.0|0|4.0|0|0.0|0
0|2020-05-30|73.0|0|4.0|0|0.0|0
