|dates|Macomb_Michigan_UnitedStates.JHU_ConfirmedCases.data|Macomb_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Macomb_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Macomb_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Macomb_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Macomb_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|6345.0|0|740.0|0|0.0|0
0|2020-05-18|6357.0|0|740.0|0|0.0|0
0|2020-05-19|6367.0|0|753.0|0|0.0|0
0|2020-05-20|6392.0|0|763.0|0|0.0|0
0|2020-05-21|6420.0|0|772.0|0|0.0|0
0|2020-05-22|6445.0|0|776.0|0|0.0|0
0|2020-05-23|6445.0|0|776.0|0|0.0|0
