|dates|Gibson_Indiana_UnitedStates.JHU_ConfirmedCases.data|Gibson_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Gibson_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Gibson_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Gibson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Gibson_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|13.0|0|2.0|0|0.0|0
0|2020-05-25|14.0|0|2.0|0|0.0|0
0|2020-05-26|14.0|0|2.0|0|0.0|0
