|dates|Steuben_NewYork_UnitedStates.JHU_ConfirmedCases.data|Steuben_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Steuben_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Steuben_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Steuben_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Steuben_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|230.0|0|39.0|0|0.0|0
0|2020-05-15|231.0|0|39.0|0|0.0|0
0|2020-05-16|231.0|0|39.0|0|0.0|0
