|dates|DeKalb_Indiana_UnitedStates.JHU_ConfirmedCases.data|DeKalb_Indiana_UnitedStates.JHU_ConfirmedCases.missing|DeKalb_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|DeKalb_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|DeKalb_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|DeKalb_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|26.0|0|1.0|0|0.0|0
0|2020-05-18|25.0|0|1.0|0|0.0|0
0|2020-05-19|26.0|0|1.0|0|0.0|0
0|2020-05-20|26.0|0|1.0|0|0.0|0
0|2020-05-21|26.0|0|1.0|0|0.0|0
0|2020-05-22|26.0|0|1.0|0|0.0|0
0|2020-05-23|26.0|0|1.0|0|0.0|0
