|dates|Jackson_Alabama_UnitedStates.JHU_ConfirmedCases.data|Jackson_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Jackson_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Jackson_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Jackson_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Jackson_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|69.0|0|2.0|0|0.0|0
0|2020-05-25|71.0|0|2.0|0|0.0|0
0|2020-05-26|71.0|0|2.0|0|0.0|0
