|dates|Ware_Georgia_UnitedStates.JHU_ConfirmedCases.data|Ware_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Ware_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Ware_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Ware_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Ware_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|223.0|0|14.0|0|0.0|0
0|2020-05-28|223.0|0|14.0|0|0.0|0
0|2020-05-29|223.0|0|14.0|0|0.0|0
0|2020-05-30|223.0|0|14.0|0|0.0|0
