|dates|Washington_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Washington_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Washington_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|365.0|0|32.0|0|0.0|0
0|2020-05-18|370.0|0|32.0|0|0.0|0
0|2020-05-19|375.0|0|34.0|0|0.0|0
0|2020-05-20|376.0|0|36.0|0|0.0|0
0|2020-05-21|383.0|0|36.0|0|0.0|0
0|2020-05-22|383.0|0|36.0|0|0.0|0
0|2020-05-23|383.0|0|36.0|0|0.0|0
