|dates|Marion_Kansas_UnitedStates.JHU_ConfirmedCases.data|Marion_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Marion_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Marion_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Marion_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Marion_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|5.0|0|1.0|0|0.0|0
0|2020-05-25|5.0|0|1.0|0|0.0|0
0|2020-05-26|5.0|0|1.0|0|0.0|0
