|dates|Gallatin_Montana_UnitedStates.JHU_ConfirmedCases.data|Gallatin_Montana_UnitedStates.JHU_ConfirmedCases.missing|Gallatin_Montana_UnitedStates.JHU_ConfirmedDeaths.data|Gallatin_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|Gallatin_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|Gallatin_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|149.0|0|1.0|0|0.0|0
0|2020-05-18|149.0|0|1.0|0|0.0|0
0|2020-05-19|149.0|0|1.0|0|0.0|0
0|2020-05-20|149.0|0|1.0|0|0.0|0
0|2020-05-21|149.0|0|1.0|0|0.0|0
0|2020-05-22|149.0|0|1.0|0|0.0|0
0|2020-05-23|149.0|0|1.0|0|0.0|0
