|dates|Deuel_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Deuel_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Deuel_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Deuel_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Deuel_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Deuel_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1.0|0|0.0|0|0.0|0
0|2020-05-28|1.0|0|0.0|0|0.0|0
0|2020-05-29|1.0|0|0.0|0|0.0|0
0|2020-05-30|1.0|0|0.0|0|0.0|0
