|dates|Graham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Graham_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Graham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Graham_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Graham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Graham_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|2.0|0|0.0|0|0.0|0
0|2020-05-18|2.0|0|0.0|0|0.0|0
0|2020-05-19|2.0|0|0.0|0|0.0|0
0|2020-05-20|2.0|0|0.0|0|0.0|0
0|2020-05-21|2.0|0|0.0|0|0.0|0
0|2020-05-22|2.0|0|0.0|0|0.0|0
0|2020-05-23|2.0|0|0.0|0|0.0|0
