|dates|Hillsborough_Florida_UnitedStates.JHU_ConfirmedCases.data|Hillsborough_Florida_UnitedStates.JHU_ConfirmedCases.missing|Hillsborough_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Hillsborough_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Hillsborough_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Hillsborough_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1614.0|0|53.0|0|0.0|0
0|2020-05-18|1653.0|0|55.0|0|0.0|0
0|2020-05-19|1670.0|0|60.0|0|0.0|0
0|2020-05-20|1703.0|0|64.0|0|0.0|0
0|2020-05-21|1767.0|0|64.0|0|0.0|0
0|2020-05-22|1790.0|0|70.0|0|0.0|0
0|2020-05-23|1790.0|0|70.0|0|0.0|0
