|dates|Jefferson_Texas_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|436.0|0|26.0|0|0.0|0
0|2020-05-18|436.0|0|26.0|0|0.0|0
0|2020-05-19|451.0|0|26.0|0|0.0|0
0|2020-05-20|458.0|0|26.0|0|0.0|0
0|2020-05-21|465.0|0|27.0|0|0.0|0
0|2020-05-22|465.0|0|27.0|0|0.0|0
0|2020-05-23|465.0|0|27.0|0|0.0|0
