|dates|Putnam_NewYork_UnitedStates.JHU_ConfirmedCases.data|Putnam_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Putnam_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Putnam_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Putnam_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Putnam_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|1115.0|0|7.0|0|0.0|0
0|2020-05-15|1121.0|0|56.0|0|0.0|0
0|2020-05-16|1121.0|0|56.0|0|0.0|0
