|dates|Martin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Martin_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Martin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Martin_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Martin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Martin_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|61.0|0|4.0|0|0.0|0
0|2020-05-28|61.0|0|4.0|0|0.0|0
0|2020-05-29|61.0|0|4.0|0|0.0|0
0|2020-05-30|61.0|0|4.0|0|0.0|0
