|dates|Union_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Union_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Union_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Union_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Union_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Union_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|303.0|0|17.0|0|0.0|0
0|2020-05-28|303.0|0|17.0|0|0.0|0
0|2020-05-29|303.0|0|17.0|0|0.0|0
0|2020-05-30|303.0|0|17.0|0|0.0|0
