|dates|McDowell_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|McDowell_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|McDowell_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|McDowell_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|McDowell_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|McDowell_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6.0|0|0.0|0|0.0|0
0|2020-05-25|6.0|0|0.0|0|0.0|0
0|2020-05-26|6.0|0|0.0|0|0.0|0
