|dates|St.Johns_Florida_UnitedStates.JHU_ConfirmedCases.data|St.Johns_Florida_UnitedStates.JHU_ConfirmedCases.missing|St.Johns_Florida_UnitedStates.JHU_ConfirmedDeaths.data|St.Johns_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|St.Johns_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|St.Johns_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|231.0|0|5.0|0|0.0|0
0|2020-05-18|232.0|0|5.0|0|0.0|0
0|2020-05-19|233.0|0|5.0|0|0.0|0
0|2020-05-20|233.0|0|5.0|0|0.0|0
0|2020-05-21|235.0|0|5.0|0|0.0|0
0|2020-05-22|236.0|0|5.0|0|0.0|0
0|2020-05-23|236.0|0|5.0|0|0.0|0
