|dates|Carson_Texas_UnitedStates.JHU_ConfirmedCases.data|Carson_Texas_UnitedStates.JHU_ConfirmedCases.missing|Carson_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Carson_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Carson_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Carson_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|6.0|0|0.0|0|0.0|0
0|2020-05-25|6.0|0|0.0|0|0.0|0
0|2020-05-26|6.0|0|0.0|0|0.0|0
