|dates|Dale_Alabama_UnitedStates.JHU_ConfirmedCases.data|Dale_Alabama_UnitedStates.JHU_ConfirmedCases.missing|Dale_Alabama_UnitedStates.JHU_ConfirmedDeaths.data|Dale_Alabama_UnitedStates.JHU_ConfirmedDeaths.missing|Dale_Alabama_UnitedStates.JHU_ConfirmedRecoveries.data|Dale_Alabama_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|96.0|0|0.0|0|0.0|0
0|2020-05-28|96.0|0|0.0|0|0.0|0
0|2020-05-29|96.0|0|0.0|0|0.0|0
0|2020-05-30|96.0|0|0.0|0|0.0|0
