|dates|McCurtain_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|McCurtain_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|McCurtain_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|McCurtain_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|McCurtain_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|McCurtain_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|11.0|0|0.0|0|0.0|0
0|2020-05-18|11.0|0|0.0|0|0.0|0
0|2020-05-19|12.0|0|0.0|0|0.0|0
0|2020-05-20|13.0|0|0.0|0|0.0|0
0|2020-05-21|13.0|0|0.0|0|0.0|0
0|2020-05-22|18.0|0|0.0|0|0.0|0
0|2020-05-23|18.0|0|0.0|0|0.0|0
