|dates|RockIsland_Illinois_UnitedStates.JHU_ConfirmedCases.data|RockIsland_Illinois_UnitedStates.JHU_ConfirmedCases.missing|RockIsland_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|RockIsland_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|RockIsland_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|RockIsland_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|631.0|0|22.0|0|0.0|0
0|2020-05-25|636.0|0|22.0|0|0.0|0
0|2020-05-26|636.0|0|22.0|0|0.0|0
