|dates|Fulton_Illinois_UnitedStates.JHU_ConfirmedCases.data|Fulton_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Fulton_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Fulton_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Fulton_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Fulton_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|11.0|0|0.0|0|0.0|0
0|2020-05-28|11.0|0|0.0|0|0.0|0
0|2020-05-29|11.0|0|0.0|0|0.0|0
0|2020-05-30|11.0|0|0.0|0|0.0|0
