|dates|Clinton_Ohio_UnitedStates.JHU_ConfirmedCases.data|Clinton_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Clinton_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Clinton_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Clinton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Clinton_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|37.0|0|0.0|0|0.0|0
0|2020-05-15|38.0|0|0.0|0|0.0|0
0|2020-05-16|38.0|0|0.0|0|0.0|0
