|dates|JeffDavis_Texas_UnitedStates.JHU_ConfirmedCases.data|JeffDavis_Texas_UnitedStates.JHU_ConfirmedCases.missing|JeffDavis_Texas_UnitedStates.JHU_ConfirmedDeaths.data|JeffDavis_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|JeffDavis_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|JeffDavis_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|33912.0|0|925.0|0|0.0|0
0|2020-05-18|33912.0|0|925.0|0|0.0|0
0|2020-05-19|33912.0|0|925.0|0|0.0|0
0|2020-05-20|33912.0|0|925.0|0|0.0|0
0|2020-05-21|33912.0|0|925.0|0|0.0|0
0|2020-05-22|33912.0|0|925.0|0|0.0|0
0|2020-05-23|33912.0|0|925.0|0|0.0|0
