|dates|Iberia_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Iberia_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Iberia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Iberia_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Iberia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Iberia_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|353.0|0|32.0|0|0.0|0
0|2020-05-18|355.0|0|33.0|0|0.0|0
0|2020-05-19|358.0|0|35.0|0|0.0|0
0|2020-05-20|359.0|0|35.0|0|0.0|0
0|2020-05-21|384.0|0|35.0|0|0.0|0
0|2020-05-22|388.0|0|35.0|0|0.0|0
0|2020-05-23|388.0|0|35.0|0|0.0|0
