|dates|Lucas_Iowa_UnitedStates.JHU_ConfirmedCases.data|Lucas_Iowa_UnitedStates.JHU_ConfirmedCases.missing|Lucas_Iowa_UnitedStates.JHU_ConfirmedDeaths.data|Lucas_Iowa_UnitedStates.JHU_ConfirmedDeaths.missing|Lucas_Iowa_UnitedStates.JHU_ConfirmedRecoveries.data|Lucas_Iowa_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|10111.0|0|207.0|0|0.0|0
0|2020-05-28|10111.0|0|207.0|0|0.0|0
0|2020-05-29|10111.0|0|207.0|0|0.0|0
0|2020-05-30|10111.0|0|207.0|0|0.0|0
