|dates|Charles_Maryland_UnitedStates.JHU_ConfirmedCases.data|Charles_Maryland_UnitedStates.JHU_ConfirmedCases.missing|Charles_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|Charles_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|Charles_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|Charles_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|1008.0|0|71.0|0|0.0|0
0|2020-05-28|1008.0|0|71.0|0|0.0|0
0|2020-05-29|1008.0|0|71.0|0|0.0|0
0|2020-05-30|1008.0|0|71.0|0|0.0|0
