|dates|Hansford_Texas_UnitedStates.JHU_ConfirmedCases.data|Hansford_Texas_UnitedStates.JHU_ConfirmedCases.missing|Hansford_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Hansford_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Hansford_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Hansford_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|18.0|0|2.0|0|0.0|0
0|2020-05-28|18.0|0|2.0|0|0.0|0
0|2020-05-29|18.0|0|2.0|0|0.0|0
0|2020-05-30|18.0|0|2.0|0|0.0|0
