|dates|Shasta_California_UnitedStates.JHU_ConfirmedCases.data|Shasta_California_UnitedStates.JHU_ConfirmedCases.missing|Shasta_California_UnitedStates.JHU_ConfirmedDeaths.data|Shasta_California_UnitedStates.JHU_ConfirmedDeaths.missing|Shasta_California_UnitedStates.JHU_ConfirmedRecoveries.data|Shasta_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|34.0|0|4.0|0|0.0|0
0|2020-05-18|34.0|0|4.0|0|0.0|0
0|2020-05-19|34.0|0|4.0|0|0.0|0
0|2020-05-20|34.0|0|4.0|0|0.0|0
0|2020-05-21|34.0|0|4.0|0|0.0|0
0|2020-05-22|34.0|0|4.0|0|0.0|0
0|2020-05-23|34.0|0|4.0|0|0.0|0
