|dates|Ramsey_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Ramsey_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Ramsey_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Ramsey_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Ramsey_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Ramsey_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|1530.0|0|71.0|0|0.0|0
0|2020-05-18|1625.0|0|72.0|0|0.0|0
0|2020-05-19|1720.0|0|74.0|0|0.0|0
0|2020-05-20|1846.0|0|80.0|0|0.0|0
0|2020-05-21|1925.0|0|86.0|0|0.0|0
0|2020-05-22|2018.0|0|93.0|0|0.0|0
0|2020-05-23|2018.0|0|93.0|0|0.0|0
