|dates|Butler_Ohio_UnitedStates.JHU_ConfirmedCases.data|Butler_Ohio_UnitedStates.JHU_ConfirmedCases.missing|Butler_Ohio_UnitedStates.JHU_ConfirmedDeaths.data|Butler_Ohio_UnitedStates.JHU_ConfirmedDeaths.missing|Butler_Ohio_UnitedStates.JHU_ConfirmedRecoveries.data|Butler_Ohio_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|542.0|0|16.0|0|0.0|0
0|2020-05-15|558.0|0|16.0|0|0.0|0
0|2020-05-16|558.0|0|16.0|0|0.0|0
