|dates|Gratiot_Michigan_UnitedStates.JHU_ConfirmedCases.data|Gratiot_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Gratiot_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Gratiot_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Gratiot_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Gratiot_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|69.0|0|6.0|0|0.0|0
0|2020-05-25|71.0|0|6.0|0|0.0|0
0|2020-05-26|71.0|0|6.0|0|0.0|0
