|dates|Webster_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Webster_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Webster_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Webster_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Webster_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Webster_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|31.0|0|0.0|0|0.0|0
0|2020-05-15|32.0|0|0.0|0|0.0|0
0|2020-05-16|32.0|0|0.0|0|0.0|0
