|dates|Catahoula_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Catahoula_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Catahoula_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Catahoula_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Catahoula_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Catahoula_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|112.0|0|3.0|0|0.0|0
0|2020-05-28|112.0|0|3.0|0|0.0|0
0|2020-05-29|112.0|0|3.0|0|0.0|0
0|2020-05-30|112.0|0|3.0|0|0.0|0
