|dates|Ada_Idaho_UnitedStates.JHU_ConfirmedCases.data|Ada_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Ada_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Ada_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Ada_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Ada_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|773.0|0|22.0|0|0.0|0
0|2020-05-18|780.0|0|22.0|0|0.0|0
0|2020-05-19|780.0|0|22.0|0|0.0|0
0|2020-05-20|792.0|0|23.0|0|0.0|0
0|2020-05-21|792.0|0|23.0|0|0.0|0
0|2020-05-22|794.0|0|23.0|0|0.0|0
0|2020-05-23|794.0|0|23.0|0|0.0|0
