|dates|Peach_Georgia_UnitedStates.JHU_ConfirmedCases.data|Peach_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Peach_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Peach_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Peach_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Peach_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|70.0|0|4.0|0|0.0|0
0|2020-05-28|70.0|0|4.0|0|0.0|0
0|2020-05-29|70.0|0|4.0|0|0.0|0
0|2020-05-30|70.0|0|4.0|0|0.0|0
