|dates|Ashley_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Ashley_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Ashley_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Ashley_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Ashley_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Ashley_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|19.0|0|0.0|0|0.0|0
0|2020-05-25|19.0|0|0.0|0|0.0|0
0|2020-05-26|19.0|0|0.0|0|0.0|0
