|dates|Madison_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Madison_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Madison_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Madison_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Madison_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Madison_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|45.0|0|1.0|0|0.0|0
0|2020-05-25|45.0|0|1.0|0|0.0|0
0|2020-05-26|45.0|0|1.0|0|0.0|0
