|dates|Canyon_Idaho_UnitedStates.JHU_ConfirmedCases.data|Canyon_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Canyon_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Canyon_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Canyon_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Canyon_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|277.0|0|6.0|0|0.0|0
0|2020-05-18|277.0|0|6.0|0|0.0|0
0|2020-05-19|277.0|0|6.0|0|0.0|0
0|2020-05-20|280.0|0|6.0|0|0.0|0
0|2020-05-21|280.0|0|6.0|0|0.0|0
0|2020-05-22|284.0|0|6.0|0|0.0|0
0|2020-05-23|284.0|0|6.0|0|0.0|0
