|dates|Cleveland_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Cleveland_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Cleveland_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Cleveland_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Cleveland_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Cleveland_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|73.0|0|2.0|0|0.0|0
0|2020-05-28|73.0|0|2.0|0|0.0|0
0|2020-05-29|73.0|0|2.0|0|0.0|0
0|2020-05-30|73.0|0|2.0|0|0.0|0
