|dates|Madera_California_UnitedStates.JHU_ConfirmedCases.data|Madera_California_UnitedStates.JHU_ConfirmedCases.missing|Madera_California_UnitedStates.JHU_ConfirmedDeaths.data|Madera_California_UnitedStates.JHU_ConfirmedDeaths.missing|Madera_California_UnitedStates.JHU_ConfirmedRecoveries.data|Madera_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|69.0|0|2.0|0|0.0|0
0|2020-05-15|69.0|0|2.0|0|0.0|0
0|2020-05-16|69.0|0|2.0|0|0.0|0
