|dates|Dallas_Texas_UnitedStates.JHU_ConfirmedCases.data|Dallas_Texas_UnitedStates.JHU_ConfirmedCases.missing|Dallas_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Dallas_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Dallas_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Dallas_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|7455.0|0|176.0|0|0.0|0
0|2020-05-18|7679.0|0|177.0|0|0.0|0
0|2020-05-19|7904.0|0|191.0|0|0.0|0
0|2020-05-20|7904.0|0|191.0|0|0.0|0
0|2020-05-21|8273.0|0|203.0|0|0.0|0
0|2020-05-22|8477.0|0|207.0|0|0.0|0
0|2020-05-23|8477.0|0|207.0|0|0.0|0
