|dates|Pulaski_Georgia_UnitedStates.JHU_ConfirmedCases.data|Pulaski_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Pulaski_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Pulaski_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Pulaski_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Pulaski_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|36.0|0|2.0|0|0.0|0
0|2020-05-18|36.0|0|2.0|0|0.0|0
0|2020-05-19|36.0|0|2.0|0|0.0|0
0|2020-05-20|35.0|0|2.0|0|0.0|0
0|2020-05-21|38.0|0|2.0|0|0.0|0
0|2020-05-22|38.0|0|2.0|0|0.0|0
0|2020-05-23|38.0|0|2.0|0|0.0|0
