|dates|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedCases.data|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|DeSoto_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|386.0|0|5.0|0|0.0|0
0|2020-05-18|391.0|0|5.0|0|0.0|0
0|2020-05-19|404.0|0|5.0|0|0.0|0
0|2020-05-20|418.0|0|5.0|0|0.0|0
0|2020-05-21|419.0|0|6.0|0|0.0|0
0|2020-05-22|442.0|0|6.0|0|0.0|0
0|2020-05-23|442.0|0|6.0|0|0.0|0
