|dates|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Hamilton_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|347.0|0|13.0|0|0.0|0
0|2020-05-18|357.0|0|13.0|0|0.0|0
0|2020-05-19|377.0|0|13.0|0|0.0|0
0|2020-05-20|377.0|0|13.0|0|0.0|0
0|2020-05-21|425.0|0|13.0|0|0.0|0
0|2020-05-22|468.0|0|13.0|0|0.0|0
0|2020-05-23|468.0|0|13.0|0|0.0|0
