|dates|Bastrop_Texas_UnitedStates.JHU_ConfirmedCases.data|Bastrop_Texas_UnitedStates.JHU_ConfirmedCases.missing|Bastrop_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Bastrop_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Bastrop_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Bastrop_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|190.0|0|2.0|0|0.0|0
0|2020-05-28|190.0|0|2.0|0|0.0|0
0|2020-05-29|190.0|0|2.0|0|0.0|0
0|2020-05-30|190.0|0|2.0|0|0.0|0
