|dates|Jefferson_Illinois_UnitedStates.JHU_ConfirmedCases.data|Jefferson_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Jefferson_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Jefferson_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Jefferson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Jefferson_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|101.0|0|16.0|0|0.0|0
0|2020-05-28|101.0|0|16.0|0|0.0|0
0|2020-05-29|101.0|0|16.0|0|0.0|0
0|2020-05-30|101.0|0|16.0|0|0.0|0
