|dates|Claiborne_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Claiborne_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Claiborne_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Claiborne_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Claiborne_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Claiborne_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|62.0|0|10.0|0|0.0|0
0|2020-05-28|62.0|0|10.0|0|0.0|0
0|2020-05-29|62.0|0|10.0|0|0.0|0
0|2020-05-30|62.0|0|10.0|0|0.0|0
