|dates|SanBenito_California_UnitedStates.JHU_ConfirmedCases.data|SanBenito_California_UnitedStates.JHU_ConfirmedCases.missing|SanBenito_California_UnitedStates.JHU_ConfirmedDeaths.data|SanBenito_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanBenito_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanBenito_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|61.0|0|2.0|0|0.0|0
0|2020-05-18|61.0|0|2.0|0|0.0|0
0|2020-05-19|63.0|0|2.0|0|0.0|0
0|2020-05-20|64.0|0|2.0|0|0.0|0
0|2020-05-21|64.0|0|2.0|0|0.0|0
0|2020-05-22|66.0|0|2.0|0|0.0|0
0|2020-05-23|66.0|0|2.0|0|0.0|0
