|dates|Carroll_Indiana_UnitedStates.JHU_ConfirmedCases.data|Carroll_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Carroll_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Carroll_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Carroll_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Carroll_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|79.0|0|2.0|0|0.0|0
0|2020-05-18|79.0|0|2.0|0|0.0|0
0|2020-05-19|79.0|0|2.0|0|0.0|0
0|2020-05-20|81.0|0|2.0|0|0.0|0
0|2020-05-21|85.0|0|2.0|0|0.0|0
0|2020-05-22|87.0|0|2.0|0|0.0|0
0|2020-05-23|87.0|0|2.0|0|0.0|0
