|dates|Lincoln_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|133.0|0|14.0|0|0.0|0
0|2020-05-25|135.0|0|14.0|0|0.0|0
0|2020-05-26|135.0|0|14.0|0|0.0|0
