|dates|Panola_Texas_UnitedStates.JHU_ConfirmedCases.data|Panola_Texas_UnitedStates.JHU_ConfirmedCases.missing|Panola_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Panola_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Panola_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Panola_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-17|175.0|0|15.0|0|0.0|0
0|2020-05-18|175.0|0|15.0|0|0.0|0
0|2020-05-19|175.0|0|16.0|0|0.0|0
0|2020-05-20|175.0|0|19.0|0|0.0|0
0|2020-05-21|175.0|0|19.0|0|0.0|0
0|2020-05-22|188.0|0|21.0|0|0.0|0
0|2020-05-23|188.0|0|21.0|0|0.0|0
