|dates|Polk_Texas_UnitedStates.JHU_ConfirmedCases.data|Polk_Texas_UnitedStates.JHU_ConfirmedCases.missing|Polk_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Polk_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Polk_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Polk_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|46.0|0|0.0|0|0.0|0
0|2020-05-15|47.0|0|0.0|0|0.0|0
0|2020-05-16|47.0|0|0.0|0|0.0|0
