|dates|OutofIL_Illinois_UnitedStates.JHU_ConfirmedCases.data|OutofIL_Illinois_UnitedStates.JHU_ConfirmedCases.missing|OutofIL_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|OutofIL_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|OutofIL_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|OutofIL_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|150.0|0|1.0|0|0.0|0
0|2020-05-25|164.0|0|1.0|0|0.0|0
0|2020-05-26|164.0|0|1.0|0|0.0|0
