|dates|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Blair_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|32.0|0|0.0|0|0.0|0
0|2020-05-15|32.0|0|0.0|0|0.0|0
0|2020-05-16|32.0|0|0.0|0|0.0|0
