|dates|Elmore_Idaho_UnitedStates.JHU_ConfirmedCases.data|Elmore_Idaho_UnitedStates.JHU_ConfirmedCases.missing|Elmore_Idaho_UnitedStates.JHU_ConfirmedDeaths.data|Elmore_Idaho_UnitedStates.JHU_ConfirmedDeaths.missing|Elmore_Idaho_UnitedStates.JHU_ConfirmedRecoveries.data|Elmore_Idaho_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-27|31.0|0|2.0|0|0.0|0
0|2020-05-28|31.0|0|2.0|0|0.0|0
0|2020-05-29|31.0|0|2.0|0|0.0|0
0|2020-05-30|31.0|0|2.0|0|0.0|0
