|dates|Guadalupe_Texas_UnitedStates.JHU_ConfirmedCases.data|Guadalupe_Texas_UnitedStates.JHU_ConfirmedCases.missing|Guadalupe_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Guadalupe_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Guadalupe_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Guadalupe_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-24|122.0|0|0.0|0|0.0|0
0|2020-05-25|122.0|0|0.0|0|0.0|0
0|2020-05-26|122.0|0|0.0|0|0.0|0
