|dates|Greeley_Kansas_UnitedStates.JHU_ConfirmedCases.data|Greeley_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Greeley_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Greeley_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Greeley_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Greeley_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|5648.0|0|161.0|0|0.0|0
0|2020-05-15|5648.0|0|161.0|0|0.0|0
0|2020-05-16|5648.0|0|161.0|0|0.0|0
