|dates|Dallam_Texas_UnitedStates.JHU_ConfirmedCases.data|Dallam_Texas_UnitedStates.JHU_ConfirmedCases.missing|Dallam_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Dallam_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Dallam_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Dallam_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|19.0|0|1.0|0|0.0|0
0|2020-05-15|21.0|0|1.0|0|0.0|0
0|2020-05-16|21.0|0|1.0|0|0.0|0
