|dates|ScottsBluff_Nebraska_UnitedStates.JHU_ConfirmedCases.data|ScottsBluff_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|ScottsBluff_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|ScottsBluff_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|ScottsBluff_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|ScottsBluff_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2020-05-14|48.0|0|0.0|0|0.0|0
0|2020-05-15|51.0|0|0.0|0|0.0|0
0|2020-05-16|51.0|0|0.0|0|0.0|0
